,Is_Male,ParentEduc,StandardLunch,TestPrep,PracticeSport,WklyStudyHours,MathScore,ReadingScore,WritingScore,EthnicGroup_group A,EthnicGroup_group B,EthnicGroup_group C,EthnicGroup_group D,EthnicGroup_group E
428,0,3,0,0.0,2,1,0.54,0.61,0.63,0,0,1,0,0
429,1,4,0,0.0,1,1,0.37,0.56,0.47,0,0,1,0,0
430,0,4,1,0.0,1,1,0.79,0.89,0.89,0,0,0,1,0
431,1,3,0,0.0,2,1,0.54,0.54,0.49,0,0,0,1,0
433,1,1,1,0.5,1,1,0.72,0.65,0.68,0,1,0,0,0
434,1,4,0,0.0,2,0,0.52,0.57,0.55,0,0,1,0,0
435,1,2,0,0.0,1,1,0.54,0.54,0.45,0,1,0,0,0
436,0,2,1,0.0,0,1,0.68,0.68,0.74,0,0,0,0,1
437,0,2,0,0.0,1,1,0.77,0.9,0.91,0,0,1,0,0
438,1,4,1,1.0,1,1,0.75,0.58,0.62,1,0,0,0,0
439,0,2,1,0.0,1,1,0.84,0.87,0.91,0,0,1,0,0
440,0,3,0,0.0,1,2,0.26,0.31,0.38,0,0,0,1,0
441,1,1,0,1.0,2,2,0.76,0.69,0.67,1,0,0,0,0
442,0,1,0,1.0,2,1,0.79,0.89,0.87,1,0,0,0,0
444,0,3,1,1.0,1,1,0.83,0.85,0.9,0,0,1,0,0
445,0,1,1,0.5,2,0,0.62,0.68,0.74,0,0,1,0,0
446,0,3,1,1.0,1,1,0.68,0.86,0.84,0,0,1,0,0
447,0,0,1,0.0,1,2,0.57,0.66,0.6,0,0,0,1,0
448,0,3,1,0.5,1,1,0.9,0.9,0.91,0,1,0,0,0
449,0,4,1,1.0,1,2,0.73,0.77,0.84,0,0,0,1,0
450,1,4,1,1.0,1,1,0.76,0.62,0.66,0,0,0,0,1
452,0,5,1,0.0,0,1,0.53,0.64,0.7,0,0,0,1,0
453,1,3,1,0.0,1,2,0.78,0.72,0.68,0,0,0,0,1
454,1,1,1,1.0,1,1,0.73,0.71,0.68,0,1,0,0,0
455,0,3,0,0.5,1,1,0.52,0.59,0.56,0,0,0,1,0
457,1,1,1,0.0,1,1,0.59,0.52,0.46,1,0,0,0,0
458,0,3,1,0.0,2,0,0.48,0.51,0.54,0,1,0,0,0
459,1,1,1,0.0,1,0,0.67,0.72,0.69,0,0,1,0,0
460,1,2,0,0.0,1,1,0.61,0.47,0.56,0,0,0,1,0
461,0,3,0,0.0,1,1,0.6,0.75,0.74,0,0,1,0,0
462,1,0,1,1.0,2,1,0.65,0.53,0.58,0,1,0,0,0
463,1,3,0,1.0,0,1,0.76,0.8,0.79,1,0,0,0,0
464,0,3,0,0.0,2,0,0.64,0.84,0.76,1,0,0,0,0
465,0,3,1,0.5,1,1,0.64,0.64,0.7,0,0,1,0,0
466,0,2,1,0.0,1,1,0.83,0.83,0.9,0,0,1,0,0
467,0,4,1,0.0,1,0,0.78,0.86,0.88,0,0,1,0,0
468,0,1,1,0.0,2,0,0.53,0.63,0.68,0,1,0,0,0
469,1,1,1,1.0,1,1,0.68,0.64,0.66,0,0,0,1,0
470,0,2,1,0.0,2,0,0.53,0.47,0.52,0,0,1,0,0
471,0,2,0,1.0,1,1,0.59,0.78,0.76,0,0,0,1,0
472,1,2,1,0.0,1,0,0.73,0.69,0.7,0,0,0,0,1
473,0,5,1,0.0,1,1,0.74,0.8,0.84,0,0,0,1,0
474,0,3,1,1.0,1,0,0.91,0.85,0.9,0,1,0,0,0
476,0,3,1,1.0,2,2,1.0,0.91,0.96,0,0,0,0,1
477,0,5,0,0.0,2,1,0.41,0.61,0.57,0,0,0,1,0
478,0,0,1,0.0,1,0,0.79,0.8,0.78,0,1,0,0,0
479,1,1,1,0.0,2,1,0.7,0.71,0.67,1,0,0,0,0
481,0,4,1,0.0,2,1,0.88,0.93,0.89,0,0,1,0,0
482,1,2,1,0.0,1,1,0.76,0.71,0.73,0,0,0,1,0
484,1,0,0,0.0,2,0,0.61,0.48,0.52,0,0,0,1,0
485,0,0,1,1.0,2,1,0.55,0.61,0.63,0,1,0,0,0
486,0,5,0,1.0,1,1,0.77,0.97,0.94,0,1,0,0,0
487,0,0,1,1.0,1,1,0.76,0.87,0.85,0,0,1,0,0
489,0,2,1,1.0,0,1,0.64,0.72,0.71,0,0,0,0,1
490,0,0,1,1.0,2,1,0.67,0.79,0.79,0,0,0,1,0
491,0,1,0,1.0,1,1,0.67,0.78,0.79,0,1,0,0,0
493,0,3,1,0.0,1,1,0.91,0.86,0.84,0,0,1,0,0
495,1,5,0,0.5,2,1,0.56,0.61,0.52,0,0,1,0,0
498,1,0,0,1.0,1,0,0.54,0.6,0.58,0,0,1,0,0
499,0,1,0,0.0,1,1,0.36,0.53,0.43,0,0,1,0,0
500,0,4,0,0.0,1,0,0.28,0.4,0.46,0,0,0,1,0
501,0,3,1,0.0,0,1,0.6,0.72,0.68,0,0,1,0,0
503,0,0,1,0.0,0,1,0.45,0.53,0.51,0,0,1,0,0
504,1,3,1,1.0,1,0,0.6,0.6,0.56,0,0,0,0,1
505,0,3,1,1.0,1,1,0.79,0.88,0.94,0,0,0,0,1
506,1,1,1,1.0,1,2,0.75,0.7,0.69,0,1,0,0,0
507,0,4,0,1.0,1,1,0.66,0.83,0.83,0,0,1,0,0
509,0,1,1,0.0,0,1,0.49,0.65,0.6,0,0,0,1,0
511,1,3,1,1.0,1,2,0.99,0.93,0.87,1,0,0,0,0
512,1,1,1,1.0,1,1,0.75,0.69,0.68,0,0,1,0,0
515,0,3,1,0.0,2,2,0.86,0.97,0.93,0,0,0,1,0
517,1,0,0,1.0,2,1,0.8,0.84,0.82,0,0,0,0,1
518,0,0,1,1.0,1,1,0.92,1.0,0.97,1,0,0,0,0
519,1,1,1,1.0,2,0,0.71,0.66,0.64,0,0,1,0,0
520,0,1,0,0.0,2,0,0.61,0.66,0.64,0,0,1,0,0
521,1,5,1,0.0,1,0,0.77,0.72,0.69,0,0,1,0,0
522,1,0,0,0.0,1,0,0.76,0.74,0.63,0,0,1,0,0
523,1,4,0,1.0,2,1,0.89,0.91,0.9,0,1,0,0,0
525,1,2,0,0.0,2,1,0.79,0.62,0.65,0,0,0,1,0
526,1,3,1,0.0,2,2,0.56,0.46,0.41,0,0,0,0,1
527,0,2,0,0.5,2,2,0.33,0.4,0.34,0,0,1,0,0
528,1,5,0,0.0,2,1,0.63,0.69,0.69,0,0,1,0,0
529,0,3,0,0.0,1,0,0.51,0.68,0.68,0,1,0,0,0
530,1,0,1,0.0,1,2,0.75,0.66,0.63,0,0,0,1,0
532,0,2,1,0.0,2,2,0.66,0.76,0.77,0,0,1,0,0
533,1,4,1,1.0,2,0,0.95,0.89,0.92,0,0,1,0,0
534,0,2,0,1.0,1,1,0.63,0.8,0.8,0,0,0,1,0
535,1,4,0,0.0,1,0,0.46,0.5,0.45,0,1,0,0,0
536,1,3,1,0.0,1,0,0.46,0.42,0.44,0,1,0,0,0
537,0,4,0,1.0,0,1,0.89,0.98,0.97,0,0,0,0,1
539,1,1,0,0.0,2,0,0.62,0.47,0.47,0,1,0,0,0
542,1,4,1,0.0,0,1,0.88,0.94,0.89,1,0,0,0,0
543,0,2,1,0.5,1,2,0.54,0.62,0.57,0,0,1,0,0
544,0,1,0,1.0,1,1,0.5,0.66,0.64,0,0,1,0,0
546,1,3,0,0.5,1,1,0.4,0.55,0.53,1,0,0,0,0
547,1,2,1,1.0,1,1,0.61,0.51,0.52,1,0,0,0,0
548,0,1,1,0.0,1,0,0.78,0.89,0.87,0,1,0,0,0
549,0,2,0,1.0,1,2,0.49,0.56,0.59,0,1,0,0,0
550,0,5,1,0.0,2,0,0.52,0.6,0.68,0,0,0,1,0
551,0,0,1,0.0,1,0,0.78,0.95,0.94,0,0,0,1,0
552,0,0,1,0.0,0,1,0.74,0.77,0.78,0,0,0,0,1
553,0,4,0,0.0,1,1,0.63,0.73,0.78,0,0,0,1,0
555,0,1,1,0.0,1,1,0.55,0.73,0.73,1,0,0,0,0
556,0,4,0,0.0,2,0,0.43,0.62,0.62,0,0,1,0,0
557,0,2,1,0.0,2,0,0.53,0.63,0.65,0,0,1,0,0
558,0,0,1,0.0,1,1,0.48,0.66,0.65,1,0,0,0,0
559,1,2,0,0.0,1,0,0.56,0.56,0.52,0,0,1,0,0
561,1,4,1,0.0,0,1,0.65,0.66,0.62,0,0,0,0,1
563,0,4,1,1.0,2,1,0.94,1.0,1.0,0,0,1,0,0
564,0,4,1,1.0,1,2,0.57,0.8,0.73,0,0,1,0,0
565,1,1,0,0.0,2,1,0.3,0.24,0.15,0,1,0,0,0
566,1,0,1,0.0,0,1,0.51,0.53,0.46,1,0,0,0,0
567,0,1,1,0.0,1,2,0.71,0.78,0.74,0,0,0,1,0
568,0,0,1,0.0,1,1,0.65,0.82,0.81,0,0,0,1,0
570,0,1,1,0.0,1,1,0.29,0.29,0.3,0,0,1,0,0
571,0,2,1,0.0,1,1,0.76,0.78,0.8,0,0,0,0,1
572,1,1,0,0.0,1,1,0.6,0.57,0.51,0,0,0,1,0
573,1,5,0,1.0,1,0,0.81,0.87,0.88,0,0,0,1,0
574,1,0,1,0.0,1,0,0.72,0.7,0.6,0,0,1,0,0
575,0,3,1,0.0,0,1,0.82,0.82,0.79,0,0,1,0,0
576,0,5,0,0.0,1,1,0.4,0.59,0.55,0,0,1,0,0
578,0,3,1,0.0,2,0,0.57,0.62,0.65,0,1,0,0,0
579,1,2,0,1.0,1,1,0.69,0.6,0.63,0,0,0,1,0
580,0,2,1,0.0,1,0,0.56,0.58,0.64,0,0,1,0,0
581,1,4,1,1.0,1,0,0.91,0.88,0.89,0,0,1,0,0
582,0,3,1,0.0,1,1,0.82,0.93,0.93,1,0,0,0,0
583,0,1,1,0.0,1,1,0.6,0.68,0.72,0,0,1,0,0
584,0,4,1,0.0,1,1,0.37,0.45,0.38,0,0,0,0,1
585,1,4,1,0.0,1,1,0.88,0.78,0.83,0,0,0,1,0
586,1,5,1,0.0,1,1,0.95,0.82,0.86,0,0,0,1,0
588,0,1,0,0.0,1,2,0.36,0.61,0.55,0,0,1,0,0
590,1,1,0,1.0,1,2,0.59,0.51,0.53,0,0,1,0,0
591,1,2,1,1.0,0,1,0.97,0.94,0.83,1,0,0,0,0
593,1,2,1,1.0,2,0,0.99,0.96,0.99,0,0,0,1,0
594,1,3,0,1.0,0,1,0.66,0.68,0.61,0,1,0,0,0
596,1,2,0,0.0,2,1,0.5,0.57,0.47,0,0,0,1,0
597,0,0,1,1.0,2,1,0.45,0.51,0.56,0,0,1,0,0
598,1,2,1,0.0,0,1,0.64,0.63,0.68,0,0,0,1,0
599,1,1,1,0.0,2,1,0.81,0.6,0.66,0,1,0,0,0
600,0,4,1,1.0,1,2,0.67,0.75,0.82,0,1,0,0,0
601,0,1,1,0.0,1,1,0.75,0.88,0.85,0,0,1,0,0
602,1,1,1,0.0,1,1,0.71,0.74,0.64,1,0,0,0,0
603,0,0,1,1.0,0,0,0.75,0.89,0.84,0,0,0,1,0
604,1,2,1,0.5,2,1,0.88,0.77,0.75,0,0,0,0,1
606,1,1,1,0.0,1,2,0.42,0.52,0.52,0,0,0,1,0
607,0,3,0,1.0,1,2,0.76,0.89,0.91,0,0,0,1,0
608,0,0,0,0.0,0,0,0.67,0.78,0.75,0,1,0,0,0
609,0,1,1,1.0,2,1,0.76,0.8,0.82,0,0,0,0,1
610,1,1,1,0.0,1,0,0.67,0.64,0.58,0,1,0,0,0
611,0,4,1,1.0,0,1,0.63,0.79,0.78,0,1,0,0,0
615,0,2,1,1.0,0,1,0.66,0.77,0.78,0,0,0,1,0
616,1,0,0,1.0,1,2,0.52,0.56,0.54,0,0,1,0,0
617,0,1,1,1.0,2,1,0.7,0.81,0.77,1,0,0,0,0
618,0,2,1,1.0,1,0,0.82,0.84,0.96,0,0,0,1,0
619,0,3,1,1.0,1,1,0.65,0.7,0.74,1,0,0,0,0
620,0,0,1,0.0,1,1,0.73,0.79,0.79,0,1,0,0,0
622,1,3,0,0.0,1,2,0.79,0.68,0.65,0,0,1,0,0
623,1,0,1,0.0,1,2,0.71,0.66,0.62,0,0,0,1,0
625,1,3,1,0.0,1,1,0.9,0.87,0.85,0,0,0,1,0
626,1,0,1,0.0,0,1,0.7,0.65,0.61,0,0,1,0,0
627,0,2,0,0.0,2,0,0.54,0.7,0.69,0,0,0,1,0
628,0,1,1,0.0,1,1,0.65,0.69,0.67,0,0,1,0,0
630,0,0,0,1.0,1,1,0.5,0.6,0.6,0,0,1,0,0
631,0,2,0,1.0,1,1,0.63,0.73,0.71,0,0,1,0,0
632,0,4,0,0.0,1,0,0.74,0.83,0.85,0,1,0,0,0
633,1,2,1,0.0,2,1,0.75,0.75,0.62,0,0,1,0,0
634,1,3,1,1.0,1,1,0.81,0.72,0.77,0,0,0,1,0
635,0,1,0,0.0,0,0,0.62,0.73,0.64,0,0,1,0,0
636,1,3,0,0.0,1,0,0.5,0.56,0.49,0,0,0,1,0
637,0,2,1,0.0,2,1,0.71,0.79,0.77,0,0,1,0,0
638,0,3,1,0.5,1,1,0.65,0.84,0.84,0,0,1,0,0
639,0,1,1,1.0,2,1,0.71,0.78,0.79,0,0,0,1,0
640,0,2,1,1.0,1,1,0.5,0.64,0.66,0,1,0,0,0
641,0,2,1,1.0,1,1,0.73,0.78,0.76,0,0,0,0,1
643,1,3,0,0.5,2,1,0.83,0.76,0.79,0,0,0,1,0
644,1,2,0,0.5,1,1,0.63,0.61,0.6,0,0,0,1,0
645,0,1,1,0.0,2,0,0.66,0.71,0.74,0,0,0,1,0
646,1,1,1,0.0,2,1,0.63,0.55,0.55,0,1,0,0,0
648,1,2,1,0.5,2,0,0.61,0.65,0.68,0,1,0,0,0
649,0,5,1,1.0,1,2,0.97,1.0,1.0,0,0,0,0,1
650,1,2,1,1.0,1,1,0.85,0.75,0.68,0,0,0,0,1
652,1,1,0,0.0,1,1,0.53,0.58,0.44,1,0,0,0,0
653,1,2,0,0.0,1,1,0.93,0.9,0.83,0,0,0,0,1
654,0,3,1,0.0,0,1,0.47,0.52,0.51,0,0,1,0,0
655,0,3,0,0.0,1,0,0.7,0.74,0.76,0,0,0,0,1
657,0,3,1,0.0,2,1,0.79,0.78,0.74,0,0,0,1,0
658,0,0,1,0.0,1,1,0.49,0.63,0.56,0,0,1,0,0
661,0,4,1,0.0,1,0,0.57,0.7,0.68,1,0,0,0,0
662,0,3,1,1.0,1,1,0.57,0.78,0.79,0,0,0,1,0
663,1,1,0,0.0,0,1,0.64,0.65,0.57,0,0,1,0,0
664,0,4,1,1.0,2,1,0.81,0.82,0.84,0,0,0,0,1
666,1,4,1,1.0,2,0,0.86,0.83,0.87,1,0,0,0,0
668,0,0,0,1.0,1,0,0.57,0.62,0.62,0,1,0,0,0
670,1,1,1,0.0,2,1,0.47,0.34,0.36,0,0,0,1,0
671,1,2,1,0.5,1,1,0.66,0.59,0.52,0,0,1,0,0
672,1,1,1,0.0,0,0,0.83,0.84,0.75,0,0,0,1,0
673,0,3,0,1.0,1,1,0.42,0.61,0.58,0,0,0,1,0
674,1,2,1,1.0,1,1,0.93,0.84,0.9,0,0,1,0,0
675,0,0,1,1.0,1,1,0.8,0.85,0.85,0,0,0,0,1
676,0,2,1,0.0,1,1,0.98,1.0,0.99,0,0,0,1,0
677,1,5,1,0.0,1,0,0.79,0.81,0.84,0,0,0,1,0
678,0,0,1,1.0,2,2,0.63,0.72,0.77,0,1,0,0,0
679,0,3,0,1.0,2,0,0.75,0.93,0.87,0,1,0,0,0
680,1,3,1,1.0,0,0,0.68,0.75,0.68,0,0,1,0,0
681,0,3,1,1.0,1,1,0.96,0.96,0.99,0,0,1,0,0
682,0,1,1,0.0,2,1,0.78,0.77,0.75,0,0,1,0,0
683,1,3,0,1.0,0,0,0.85,0.7,0.76,0,0,0,0,1
684,0,2,0,0.0,2,1,0.63,0.73,0.71,0,0,1,0,0
685,1,0,0,1.0,2,1,0.56,0.59,0.6,0,0,0,1,0
686,0,0,0,0.5,2,0,0.73,0.89,0.88,0,1,0,0,0
687,1,1,1,0.0,2,1,0.51,0.48,0.43,0,0,1,0,0
688,1,2,1,0.0,1,2,0.48,0.43,0.41,0,1,0,0,0
689,1,2,1,1.0,0,0,0.76,0.71,0.67,0,0,0,0,1
691,1,0,1,1.0,2,1,0.7,0.51,0.58,0,0,0,0,1
692,0,1,0,0.0,1,0,0.7,0.9,0.82,0,0,0,1,0
693,1,2,1,0.0,2,0,0.52,0.38,0.37,0,0,1,0,0
694,0,3,0,1.0,1,0,0.65,0.75,0.78,0,1,0,0,0
696,0,2,1,1.0,0,2,0.86,0.88,0.93,0,0,1,0,0
698,0,2,0,0.0,0,2,0.52,0.57,0.56,0,0,0,0,1
699,1,5,1,0.5,1,0,0.64,0.56,0.57,0,0,1,0,0
700,1,3,1,0.0,2,1,0.94,0.8,0.86,0,0,1,0,0
703,1,1,0,0.0,2,1,0.62,0.6,0.56,0,0,1,0,0
704,1,4,1,0.0,0,2,0.79,0.72,0.71,0,0,0,1,0
706,0,1,1,0.0,1,1,0.81,0.84,0.82,0,0,1,0,0
707,0,3,1,1.0,1,1,0.59,0.73,0.72,0,0,1,0,0
708,1,2,0,0.0,2,1,0.56,0.55,0.48,0,1,0,0,0
710,1,1,1,0.0,2,1,0.71,0.76,0.72,0,0,0,1,0
711,1,2,1,0.0,1,1,0.69,0.64,0.68,0,0,1,0,0
713,1,2,1,1.0,1,1,0.87,0.84,0.86,0,1,0,0,0
715,1,2,1,0.0,0,2,0.67,0.71,0.64,0,0,0,0,1
717,0,0,1,1.0,1,1,0.77,0.9,0.85,0,0,1,0,0
718,1,3,0,0.0,2,1,0.59,0.55,0.54,0,0,1,0,0
719,0,3,1,0.0,1,2,0.86,0.96,0.93,0,0,0,0,1
720,1,2,1,0.0,1,2,0.56,0.58,0.53,0,0,0,1,0
721,1,4,0,1.0,1,1,0.7,0.68,0.72,0,0,0,0,1
722,0,2,0,1.0,2,1,0.53,0.59,0.66,0,0,0,1,0
723,1,2,1,1.0,1,1,0.69,0.77,0.77,0,1,0,0,0
724,0,1,0,0.0,1,1,0.53,0.72,0.64,0,0,1,0,0
725,0,0,1,0.0,1,1,0.48,0.58,0.54,0,0,0,1,0
726,1,0,1,1.0,0,1,0.75,0.79,0.83,0,0,0,1,0
727,0,1,1,0.0,0,1,0.6,0.61,0.61,0,1,0,0,0
728,1,2,1,0.0,1,1,0.6,0.63,0.59,0,0,0,1,0
729,0,1,1,0.0,1,1,0.74,0.72,0.72,0,1,0,0,0
731,1,1,1,1.0,1,1,0.76,0.62,0.6,0,1,0,0,0
732,0,0,1,0.0,0,2,0.67,0.7,0.74,0,0,0,1,0
733,1,2,0,0.0,0,1,0.56,0.59,0.55,1,0,0,0,0
734,1,1,1,0.0,1,0,0.5,0.47,0.48,0,1,0,0,0
735,1,4,1,0.0,2,2,0.79,0.75,0.77,0,0,0,1,0
736,0,0,0,1.0,0,0,0.48,0.65,0.68,0,1,0,0,0
737,0,4,0,0.0,1,1,0.62,0.78,0.79,0,0,1,0,0
739,0,0,0,0.0,2,0,0.48,0.57,0.55,0,1,0,0,0
740,0,1,1,0.5,2,0,0.65,0.71,0.7,0,1,0,0,0
741,0,2,0,0.0,2,1,0.36,0.44,0.44,0,0,1,0,0
743,1,3,1,1.0,2,1,0.96,0.86,0.84,0,0,0,0,1
744,0,3,0,0.0,2,1,0.47,0.56,0.58,0,0,0,1,0
745,0,5,1,0.0,1,0,0.75,0.9,0.84,0,1,0,0,0
747,0,3,1,1.0,1,1,0.52,0.59,0.62,0,0,1,0,0
748,1,4,1,1.0,1,0,0.88,0.79,0.77,0,0,1,0,0
749,0,0,1,1.0,1,1,0.32,0.51,0.44,0,1,0,0,0
750,0,0,0,0.0,2,1,0.74,0.8,0.78,0,0,0,0,1
751,0,2,1,0.0,2,0,0.18,0.37,0.32,0,1,0,0,0
752,1,3,0,0.5,2,1,0.7,0.65,0.62,0,0,1,0,0
753,0,5,0,0.0,1,1,0.52,0.65,0.61,0,0,1,0,0
754,0,1,1,0.0,1,2,0.49,0.62,0.61,0,1,0,0,0
756,1,1,0,0.0,2,0,0.65,0.73,0.69,0,0,0,1,0
757,1,0,1,1.0,0,0,0.83,0.81,0.73,0,0,0,0,1
758,0,1,1,0.0,2,1,0.43,0.52,0.52,0,1,0,0,0
759,0,3,0,1.0,2,1,0.58,0.69,0.74,0,0,0,0,1
760,1,1,1,0.0,1,1,0.7,0.7,0.7,0,0,0,1,0
761,0,3,0,0.0,1,1,0.7,0.84,0.81,0,0,0,0,1
763,0,3,1,0.0,0,1,0.5,0.54,0.55,0,0,1,0,0
765,0,2,1,0.0,2,1,0.84,0.86,0.89,0,1,0,0,0
766,0,2,1,0.0,0,1,0.7,0.74,0.76,0,0,1,0,0
767,1,2,0,0.0,1,0,0.72,0.79,0.72,1,0,0,0,0
768,0,2,0,0.0,1,0,0.62,0.72,0.73,0,0,0,1,0
769,0,1,0,0.0,1,2,0.42,0.45,0.4,0,0,0,0,1
770,1,1,1,0.0,1,1,0.9,0.75,0.69,0,0,1,0,0
771,1,4,1,0.0,1,1,0.59,0.54,0.51,0,1,0,0,0
772,1,0,1,0.0,1,1,0.51,0.31,0.36,1,0,0,0,0
773,1,1,0,0.0,1,2,0.46,0.47,0.49,1,0,0,0,0
774,0,5,1,1.0,2,0,0.53,0.63,0.67,0,0,1,0,0
775,1,0,1,1.0,1,2,0.89,0.85,0.77,0,0,0,0,1
776,0,1,1,0.0,1,2,0.74,0.81,0.84,0,0,1,0,0
777,1,0,1,1.0,2,1,0.96,0.87,0.89,0,1,0,0,0
778,1,4,0,1.0,2,1,0.62,0.71,0.77,0,0,0,1,0
779,0,1,0,0.0,1,1,0.6,0.72,0.68,0,1,0,0,0
780,0,0,1,0.0,1,0,0.74,0.89,0.86,0,0,1,0,0
782,1,2,0,1.0,2,1,0.5,0.52,0.52,0,0,0,0,1
783,0,0,0,0.0,1,2,0.49,0.58,0.53,0,0,1,0,0
784,1,1,1,0.0,2,0,0.61,0.66,0.58,0,0,1,0,0
785,0,3,0,1.0,1,1,0.56,0.68,0.7,0,0,1,0,0
787,1,0,1,0.0,2,0,0.67,0.53,0.53,0,1,0,0,0
788,0,2,0,0.0,2,2,0.64,0.61,0.59,1,0,0,0,0
789,0,4,0,1.0,2,1,0.76,0.87,0.91,0,0,1,0,0
790,1,4,1,0.0,0,2,0.63,0.59,0.57,1,0,0,0,0
791,1,2,1,0.0,2,1,0.59,0.5,0.46,0,1,0,0,0
792,0,1,1,1.0,2,1,0.61,0.64,0.75,0,0,1,0,0
793,1,1,1,0.0,2,2,0.77,0.65,0.59,0,0,0,0,1
794,0,1,1,1.0,2,2,0.79,0.84,0.82,1,0,0,0,0
795,1,3,0,1.0,2,0,0.57,0.56,0.53,0,1,0,0,0
796,0,1,0,0.0,1,1,0.39,0.52,0.46,0,0,0,1,0
797,1,0,1,0.0,2,1,0.65,0.58,0.52,0,0,1,0,0
798,0,1,0,1.0,1,2,0.23,0.44,0.36,0,1,0,0,0
799,1,2,0,1.0,1,2,0.76,0.78,0.77,0,1,0,0,0
800,0,0,0,1.0,2,0,0.39,0.64,0.64,0,0,0,1,0
801,1,5,1,0.0,1,0,0.88,0.85,0.84,0,0,0,0,1
802,1,5,1,1.0,1,1,0.91,0.85,0.85,0,0,1,0,0
803,0,1,1,0.0,2,1,0.6,0.73,0.69,0,0,1,0,0
804,1,3,1,0.0,2,1,0.82,0.76,0.7,0,0,0,1,0
805,1,5,1,0.0,0,1,0.69,0.67,0.67,0,0,1,0,0
806,0,1,1,0.0,1,0,0.59,0.66,0.61,1,0,0,0,0
807,0,2,1,0.0,2,0,0.86,0.84,0.93,0,0,0,0,1
808,1,0,1,0.0,0,0,0.77,0.65,0.58,0,0,0,0,1
809,1,0,1,0.0,1,1,0.62,0.64,0.55,0,0,1,0,0
810,0,4,1,0.0,2,0,0.96,0.96,0.96,0,1,0,0,0
811,1,2,0,0.0,2,1,0.77,0.69,0.66,0,1,0,0,0
812,0,4,1,0.0,2,1,0.66,0.8,0.83,0,0,1,0,0
813,1,1,1,1.0,2,1,0.53,0.49,0.47,0,1,0,0,0
814,1,3,0,0.0,1,1,0.87,0.73,0.72,0,0,1,0,0
815,0,3,1,0.0,0,1,0.51,0.61,0.51,0,0,1,0,0
816,0,5,0,0.0,1,2,0.83,0.87,0.88,0,0,0,0,1
817,1,4,0,1.0,1,0,0.37,0.41,0.37,0,0,0,1,0
818,0,2,1,1.0,2,0,0.7,0.7,0.8,0,0,1,0,0
819,1,3,1,0.0,2,1,0.99,0.94,0.93,0,0,1,0,0
821,1,3,1,0.0,2,0,0.6,0.41,0.41,0,1,0,0,0
822,1,3,0,1.0,1,2,0.8,0.75,0.73,0,0,0,0,1
823,1,3,0,0.0,2,2,0.51,0.52,0.53,0,0,1,0,0
824,1,1,1,0.0,1,1,0.59,0.58,0.47,0,1,0,0,0
825,1,3,1,1.0,1,1,0.82,0.84,0.78,0,1,0,0,0
826,1,3,0,0.0,0,0,0.84,0.87,0.78,0,0,0,0,1
827,0,4,0,0.0,1,0,0.41,0.61,0.59,0,0,1,0,0
829,1,2,1,0.0,1,1,0.81,0.82,0.84,0,0,0,1,0
830,1,0,1,0.0,1,1,0.57,0.61,0.54,0,0,1,0,0
833,1,4,1,1.0,1,0,0.61,0.63,0.64,0,0,1,0,0
834,0,4,1,1.0,2,0,0.7,0.69,0.7,0,0,0,0,1
835,0,1,0,0.0,2,2,0.67,0.75,0.74,0,1,0,0,0
836,1,4,0,0.0,1,2,0.56,0.46,0.44,0,0,0,1,0
837,0,3,1,0.0,0,0,0.47,0.49,0.51,0,0,0,0,1
838,0,3,1,1.0,1,1,0.62,0.76,0.8,0,0,1,0,0
839,0,3,1,1.0,2,2,0.98,1.0,0.99,0,0,0,0,1
840,0,2,0,0.0,1,1,0.69,0.65,0.74,0,0,0,1,0
841,1,1,0,0.0,1,0,0.42,0.5,0.47,0,0,0,1,0
842,0,2,1,1.0,2,1,0.88,0.86,0.93,0,0,0,0,1
843,0,3,1,0.0,2,1,0.87,0.93,0.87,0,0,0,0,1
845,1,0,1,1.0,1,2,0.9,0.75,0.76,0,0,0,1,0
846,0,3,1,0.0,0,0,0.55,0.6,0.65,0,0,0,0,1
848,1,1,0,0.0,2,1,0.37,0.29,0.27,0,1,0,0,0
849,0,0,0,1.0,2,0,0.62,0.77,0.79,0,1,0,0,0
851,0,0,1,1.0,1,1,0.65,0.78,0.82,0,0,0,1,0
852,1,5,1,0.0,1,1,0.85,0.84,0.89,0,0,0,1,0
853,0,5,1,0.0,1,1,0.73,0.79,0.76,0,0,1,0,0
854,0,1,0,1.0,1,0,0.32,0.47,0.4,1,0,0,0,0
855,0,4,0,1.0,1,1,0.93,1.0,1.0,0,0,0,1,0
856,0,0,0,0.0,2,1,0.69,0.85,0.86,0,0,0,1,0
859,0,2,1,1.0,2,2,0.83,0.86,0.95,0,0,0,1,0
860,0,4,0,0.0,1,1,0.67,0.75,0.72,0,0,1,0,0
862,1,4,0,0.5,1,1,0.5,0.42,0.48,0,0,0,1,0
863,0,2,1,0.0,2,1,0.71,0.85,0.84,1,0,0,0,0
864,0,4,1,1.0,1,1,0.52,0.61,0.66,0,0,1,0,0
865,0,4,0,1.0,2,0,0.46,0.61,0.66,0,0,1,0,0
866,0,3,0,0.0,1,2,0.47,0.61,0.56,0,1,0,0,0
867,0,2,1,0.0,2,1,0.7,0.71,0.67,0,0,0,0,1
868,1,4,1,1.0,2,1,1.0,1.0,1.0,0,0,0,0,1
869,0,1,1,0.0,2,0,0.43,0.6,0.52,0,0,1,0,0
870,0,3,1,1.0,2,1,0.58,0.78,0.82,0,0,1,0,0
